date,surface,slot,slot_family,sentence_index,classifier_type,numbers_in_sentence,hand_id,hand_type,hand_class,hand_scope,hand_payload_path,hand_note,text
2026-07-24,web,batter_kbb_annotation,bound,3,STAT_VALUE,3,,,,,,,"Nathaniel Lowe (26.1% K, 609 PA) also falls above the league-average K rate of 22.2%, despite being the most dangerous BvP hitter in the sample."
2026-07-24,web,batter_kbb_annotation,bound,4,SPLIT_DIRECTION,4,,,,,,,"In contrast, Jose Trevino (12.9% K, 302 PA) and TJ Friedl (16.8% K, 685 PA) are the best contact profiles in the Reds' pool -- May will need pitch execution to retire them without walks or hard contact."
2026-07-24,web,batter_kbb_annotation,bound,5,MAGNITUDE,3,,,,,,,On the BB side: TJ Friedl leads at 11.8% BB (685 PA) -- above the league average of 8.9%.
2026-07-24,web,batter_kbb_annotation,bound,6,STAT_VALUE,4,,,,,,,"Nathaniel Lowe (10.2% BB, 609 PA) and JJ Bleday (10.5% BB, 344 PA) also show above-average walk rates, meaning they will draw balls out of the zone and extend at-bats."
2026-07-24,web,batter_kbb_annotation,bound,7,STAT_VALUE,4,,,,,,,"Noelvi Marte (4.4% BB, 360 PA) and Jose Trevino (5.0% BB, 302 PA) are below-average walkers -- they will swing early, and May can get them to put balls in play if his command is working."
2026-07-24,web,batter_batted_ball_profile_stl_note,bound,0,STAT_VALUE,3,,,,,,,Iván Herrera profiles as the highest-ground-ball hitter in the Cardinals 2025 sample at 52.6% GB (285 BIP).
2026-07-24,web,batter_batted_ball_profile_stl_note,bound,1,ABSENCE,2,,,,,,,Nathan Church is extreme at 67.6% GB (37 BIP) -- but with a very small sample.
2026-07-24,web,batter_batted_ball_profile_stl_note,bound,2,STAT_VALUE,4,,,,,,,"Jordan Walker (48.9% GB, 231 BIP) and Alec Burleson (42.0% GB, 398 BIP) are moderate ground-ball hitters."
2026-07-24,web,batter_batted_ball_profile_stl_note,bound,3,SPLIT_DIRECTION,3,,,,,,,"Masyn Winn (39.6% GB), Lars Nootbaar (39.1% GB), and Jimmy Crooks (37.0% GB) are more balanced."
2026-07-24,web,batter_batted_ball_profile_stl_note,bound,4,STAT_VALUE,2,,,,,,,"Lowder's 48.0% 2026 GB rate suggests ground balls will be a common outcome tonight -- the Cardinals' moderate-GB hitters (Burleson, Nootbaar, Winn) are best positioned to elevate the ball for extra-base contact in this matchup."
2026-07-24,web,batter_batted_ball_profile_annotation,bound,0,STAT_VALUE,14,,,,,,,"May's 2025 batted-ball profile (44.1% GB, 372 BIP) meets a Reds lineup where several hitters profile as consistent ground-ball producers in 2025: Ke'Bryan Hayes (49.5% GB, 410 BIP), Nathaniel Lowe (46.6% GB, 363 BIP), Noelvi Marte (48.8% GB, 240 BIP), Jose Trevino (48.3% GB, 236 BIP), and Dane Myers (45.9% GB, 222 BIP)."
2026-07-24,web,batter_batted_ball_profile_annotation,bound,1,SPLIT_DIRECTION,2,,,,,,,These matchups align May's tendency to induce ground balls with hitters who are comfortable putting the ball on the ground -- a pitcher-favorable outcome when Burleson (.990 fld%) and Winn (.994 fld%) are holding down the infield corners and middle of the diamond.
2026-07-24,web,batter_batted_ball_profile_annotation,bound,2,SPLIT_DIRECTION,5,,,,,,,"Fly-ball hitters present elevated risk for May: Eugenio Suárez (41.4% FB in 2025, .552 SLG vs RHP) and JJ Bleday (41.1% FB in 2025) both elevate balls at a high rate."
2026-07-24,web,batter_batted_ball_profile_annotation,bound,3,SPLIT_DIRECTION,4,,,,,,,"May's 28.2% 2025 FB allowed rate means a fly-ball-heavy contact sequence can produce extra-base damage, and Suárez's 36 HR vs RHP in 2025 confirms the power ceiling when he elevates."
2026-07-24,web,pitcher_kbb_annotation,bound,0,STAT_VALUE,10,,,,,,,"2026 to date: May carries a 22.9% K rate and 7.7% BB rate in 98.0 IP. 2025 baseline: 21.1% K, 9.6% BB, 2.20 K/BB ratio (132.1 IP, 584 BFP)."
2026-07-24,web,pitcher_kbb_annotation,bound,1,MAGNITUDE,2,,,,,,,"His 2025 K/BB ratio of 2.20 places him in the functional zone -- not an elite swing-and-miss arm, but a reasonable command profile when his stuff is working."
2026-07-24,web,pitcher_kbb_annotation,bound,2,STAT_VALUE,4,,,,,,,"His 2026 BB rate (7.7%) is running below the 2025 baseline (9.6%), which is an encouraging signal for tonight's home start against a Reds lineup with several high-strikeout hitters."
2026-07-24,web,pitcher_kbb_annotation,bound,3,GAME_STATE,0,,,,,,,A lower BB rate preserves his ability to work the plate and induce weak contact through the first and second passes through the order.
2026-07-24,web,key_matchups,free,0,SPLIT_DIRECTION_BARE,0,,,,,,,Alec Burleson vs Rhett Lowder.
2026-07-24,web,key_matchups,free,1,SPLIT_DIRECTION,6,,,,,,,"Burleson's 2025 vs-RHP line is .296 AVG, .353 OBP, .478 SLG in 419 PA (15 HR)."
2026-07-24,web,key_matchups,free,2,STAT_VALUE,3,,,,,,,Lowder's 5.75 ERA and 1.64 WHIP through 14 starts indicate he surrenders hard contact at an elevated rate.
2026-07-24,web,key_matchups,free,3,ABSENCE,2,,,,,,,Burleson batting 3rd in a 6-LHB lineup is the Cardinals' best structural advantage tonight -- a disciplined left-handed bat facing a right-hander who has not established command or consistent contact management in 2026.
2026-07-24,web,key_matchups,free,4,PREDICTION,0,,,,,,,Nathaniel Lowe vs Dustin May.
2026-07-24,web,key_matchups,free,5,STAT_VALUE,4,,,,,,,"Lowe is 2-for-6 (.333 AVG, .833 SLG, 1 HR) in the career BvP against May."
2026-07-24,web,key_matchups,free,6,SPLIT_DIRECTION,6,,,,,,,"As a LHB, Lowe faces May's weaker 2025 platoon side: .261 AVG, .357 OBP, .495 SLG, .852 OPS allowed to left-handed bats (334 PA)."
2026-07-24,web,key_matchups,free,7,SPLIT_DIRECTION,6,,,,,,,"Lowe's 2025 vs-RHP line is .252 AVG, .333 OBP, .429 SLG in 438 PA (16 HR)."
2026-07-24,web,key_matchups,free,8,PREDICTION,0,,,,,,,His combination of career BvP history and platoon advantage -- both pointing in the same direction -- makes him the Reds' most dangerous alignment against May tonight.
2026-07-24,web,key_matchups,free,9,PREDICTION,0,,,,,,,Eugenio Suárez vs Dustin May.
2026-07-24,web,key_matchups,free,10,STAT_VALUE,4,,,,,,,"Suárez is 3-for-6 (.500 AVG, 1.000 SLG, 1 HR) in the career BvP against May."
2026-07-24,web,key_matchups,free,11,SPLIT_DIRECTION,6,,,,,,,"His 2025 vs-RHP line is .252 AVG, .313 OBP, .552 SLG in 473 PA (36 HR)."
2026-07-24,web,key_matchups,free,12,SPLIT_DIRECTION,2,,,,,,,"He is a RHB facing May's better 2025 platoon split (.711 OPS allowed to RHBs), but the career BvP pattern -- three hits including a homer in six PA -- represents a specific threat that overrides the platoon calculation."
2026-07-24,web,key_matchups,free,13,STAT_VALUE,2,,,,,,,"His 29.8% 2025 K rate is the counterweight: May has strikeout paths here, but Suárez's power when he makes contact is legitimate."
2026-07-24,web,key_matchups,free,14,PREDICTION,0,S075,FRAMING_VOICE,c,-,-,heading fragment,May's TTO2 window.
2026-07-24,web,key_matchups,free,15,SPLIT_DIRECTION,7,,,,,,,"May's second pass through the order (TTO2) shows a pronounced jump from the first pass: .290 AVG, .878 OPS in 220 PA (9 HR) vs .226 AVG and .652 OPS in TTO1 (227 PA)."
2026-07-24,web,key_matchups,free,16,STAT_VALUE,1,,,,,,,"If the Reds track May's stuff into innings 4-6, the Cardinals bullpen decision becomes critical."
2026-07-24,web,key_matchups,free,17,STAT_VALUE,4,,,,,,,"Kyle Leahy (62.1% IR strand rate, 29 IR) and Riley O'Brien (70.0% IR strand rate, 10 IR) are the most reliable options to bridge to the back end when May exits."
2026-07-24,web,key_matchups,free,18,PREDICTION,0,,,,,,,X-factor: Crooks-May fresh battery.
2026-07-24,web,key_matchups,free,19,ABSENCE,0,S052,ABSENCE,a,career,battery + roster,,None of the catchers in May's battery history data are on the Cardinals' active roster -- his prior pairings reflect his Los Angeles years.
2026-07-24,web,key_matchups,free,20,PREDICTION,0,,,,,,,Tonight is Jimmy Crooks's first career start paired with Dustin May.
2026-07-24,web,key_matchups,free,21,GAME_STATE,0,,,,,,,"Fresh batteries create calibration noise in the first pass through the order: pitch sequencing, framing setup, and pop time to second are all being established in real time."
2026-07-24,web,key_matchups,free,22,STAT_VALUE,3,,,,,,,"The Reds' active running game (Myers 18 SB, Friedl 12 SB, Hayes 12 SB) makes that pop-time calibration immediately consequential."
2026-07-24,web,quick_reference,free,0,STAT_VALUE,1,,,,,,,How has Alec Burleson performed against Rhett Lowder in their career? 2.
2026-07-24,web,quick_reference,free,1,STAT_VALUE,1,,,,,,,How has Eugenio Suárez performed against Dustin May in their career? 3.
2026-07-24,web,quick_reference,free,2,STAT_VALUE,1,,,,,,,How has Nathaniel Lowe performed against Kyle Leahy in their career? 4.
2026-07-24,web,quick_reference,free,3,STAT_VALUE,2,,,,,,,What are Dustin May's third-time-through-the-order splits in 2025? 5.
2026-07-24,web,quick_reference,free,4,SPLIT_DIRECTION,2,,,,,,,What are Nathaniel Lowe's splits vs RHP in 2025? 6.
2026-07-24,web,quick_reference,free,5,STAT_VALUE,2,,,,,,,How often does Kyle Leahy strand inherited runners in 2025? 7.
2026-07-24,web,quick_reference,free,6,STAT_VALUE,1,,,,,,,What is the runs park factor at Busch Stadium in 2025?
2026-07-31,email,report_card_recap,free,0,STAT_VALUE,1,,,,,,,Andre Pallante kept St Louis competitive through 6.1 innings with two earned runs -- a quality start.
2026-07-31,email,report_card_recap,free,1,STAT_VALUE,1,,,,,,,"JJ Wetherholt's seventh-inning solo homer tied it at 2-2, but two runs in the Chicago tenth were too much: Luis Gastelum allowed a Bregman double and a Happ double, and the Cardinals went quietly in their half."
2026-07-31,email,report_card_recap,free,2,GAME_STATE,0,,,,,,,St Louis drops the series three-of-four to Chicago.
2026-07-31,email,retrospective_commentary,free,0,STAT_VALUE,3,,,,,,,"WHAT WORKED: • Pallante: quality start, 6.1 innings, two earned runs -- gave the bullpen every opportunity • Wetherholt went 2-for-5 with his 16th home run, tying the game in the seventh • Torres drove in Nootbaar with an RBI single in the second to give St Louis the early lead • Stanek and O'Brien combined for two scoreless innings in the bridge role WHAT DIDN'T: • Nootbaar's throwing error in the fourth inning allowed Chicago to score without a hit, flipping the lead • Gastelum surrendered two earned runs in the tenth -- the decisive margin • Walker went 1-for-5 with three strikeouts heading into tonight's start against Cease"
2026-07-31,email,bottom_line_content,free,0,GAME_STATE,0,,,,,,,The park shapes everything tonight.
2026-07-31,email,bottom_line_content,free,1,SPLIT_DIRECTION,2,,,,,,,Dylan Cease has posted a 3.19 ERA at Rogers Centre this season versus a 5.47 ERA on the road -- St Louis is walking into the favorable version.
2026-07-31,email,bottom_line_content,free,2,SPLIT_DIRECTION,1,,,,,,,"Kyle Leahy flips the coin: his away ERA (2.68) is his stronger split, meaning both park effects break for Toronto tonight."
2026-07-31,email,bottom_line_content,free,3,ROSTER_FACT,0,,,,,,,Structural edge for St Louis: Leahy pitching in his stronger environment against a Toronto lineup the Cardinals know only from roster projection.
2026-07-31,email,bottom_line_content,free,4,SPLIT_DIRECTION,2,,,,,,,Threat to watch: Six of nine Cardinals starters bat left-handed against a pitcher whose OPS against left-handed batters (.735) runs slightly higher than against righties (.700).
2026-07-31,email,bottom_line_content,free,5,STAT_VALUE,1,,,,,,,Cease's 36.5% strikeout rate this season makes contact difficult regardless of handedness.
2026-07-31,email,bottom_line_content,free,6,TREND,2,,,,,,,Window to exploit: Cease's times-through-order data shows a .602 OPS on the first pass and .802 on the second.
2026-07-31,email,bottom_line_content,free,7,TREND,0,S040,PREDICTION,c,-,-,,"If St Louis can survive the early innings, the fourth through sixth become the primary window."
2026-07-31,email,key_matchups_prose,free,0,SPLIT_DIRECTION,4,,,,,,,"Ivan Herrera vs Dylan Cease  Herrera is 4-for-7 in 8 career PA against Cease (.571 AVG, .857 SLG), making him the Cardinals' best-performing hitter historically against tonight's starter."
2026-07-31,email,key_matchups_prose,free,1,FRAMING_VOICE,0,,,,,,,"The sample is small, but the contact quality is real."
2026-07-31,email,key_matchups_prose,free,2,ROSTER_FACT,0,,,,,,,He bats second and serves as DH tonight.
2026-07-31,email,key_matchups_prose,free,3,SPLIT_DIRECTION,2,,,,,,,Jordan Walker vs Dylan Cease  Walker is 1-for-5 lifetime against Cease (.200) and came into tonight with three consecutive strikeouts against the Cubs.
2026-07-31,email,key_matchups_prose,free,4,SPLIT_DIRECTION,3,,,,,,,"His 2025 K% vs right-handed pitching was 31.8% -- against a starter with a 36.5% strikeout rate this season, plate discipline will define the matchup."
2026-07-31,email,key_matchups_prose,free,5,SPLIT_DIRECTION,6,,,,,,,George Springer vs Kyle Leahy  Springer hit .327/.412/.588 vs right-handed pitching in 2025 and has stolen 18 bases at 94.7% this season.
2026-07-31,email,key_matchups_prose,free,6,FRAMING_VOICE,0,,,,,,,He has one prior plate appearance against Leahy -- a hit.
2026-07-31,email,key_matchups_prose,free,7,PREDICTION,0,,,,,,,"With essentially no scouting history, Leahy will have to establish himself from scratch against one of Toronto's most complete threats."
2026-07-31,email,watchlist_prose,free,0,FRAMING_VOICE,0,,,,,,,Contact rate against Cease.
2026-07-31,email,watchlist_prose,free,1,STAT_VALUE,1,,,,,,,Cease's 36.5% strikeout rate this season is among the stiffest tests the Cardinals will face this road trip.
2026-07-31,email,watchlist_prose,free,2,SPLIT_DIRECTION,4,,,,,,,"Walker (31.8% K% vs RHP, 2025) and Crooks (37.0% K% vs RHP, 2025) are the two most exposed in the order tonight."
2026-07-31,email,watchlist_prose,free,3,FRAMING_VOICE,0,,,,,,,Cease's second pass.
2026-07-31,email,watchlist_prose,free,4,STAT_VALUE,2,,,,,,,"TTO data shows a clear cliff: .602 OPS in the first pass, .802 in the second."
2026-07-31,email,watchlist_prose,free,5,TREND,0,,,,,,,"If St Louis limits damage through the first three innings, the fourth through sixth become the primary window for damage."
2026-07-31,email,watchlist_prose,free,6,ROSTER_FACT,0,,,,,,,Jimmy Crooks starts behind the plate tonight.
2026-07-31,email,watchlist_prose,free,7,TREND,5,,,,,,,"The Leahy-Crooks pairing has produced an 8.53 ERA in 4 prior games and 6.1 innings -- a sharp contrast to the Leahy-Pages pairing (3.05 ERA, 43 games)."
2026-07-31,email,watchlist_prose,free,8,PREDICTION,0,S056,PREDICTION,c,-,-,,Worth watching how the duo establishes a game plan in a road environment.
2026-07-31,email,watchlist_prose,free,9,STAT_VALUE,2,,,,,,,George Springer has stolen 18 bases at 94.7% success rate this season.
2026-07-31,email,watchlist_prose,free,10,PREDICTION,0,,,,,,,"If he reaches base, treating him as a static runner would be a mistake."
2026-07-31,email,trend_watch_prose,free,0,STAT_VALUE,1,,,,,,,Jordan Walker's 2026 season is historically rare.
2026-07-31,email,trend_watch_prose,free,1,MAGNITUDE,7,,,,,,,"His OPS has jumped from .584 in 2025 to .838 in 2026 -- a +.254 swing that ranks p99+ across 16,975 qualifying season pairs in MLB history."
2026-07-31,email,trend_watch_prose,free,2,STAT_VALUE,3,,,,,,,"He has already set career bests in RBI (78, surpassing his previous best of 51 from 2023), home runs, stolen bases, and runs scored."
2026-07-31,email,trend_watch_prose,free,3,TREND,2,,,,,,,"The tension: since July 6, the Cardinals rank 30th in baseball in runs per game (3.32) -- a significant portion of the team's offensive output has funneled through a single bat."
2026-07-31,email,trend_watch_prose,free,4,PREDICTION,0,,,,,,,Dustin May has become a liability.
2026-07-31,email,trend_watch_prose,free,5,TREND,4,,,,,,,"May carried a 4.63 ERA over his first 14 outings this season; over his last seven starts since June 21, that number has risen to 15.64."
2026-07-31,web,web_yesterday_recap,free,0,STAT_VALUE,5,,,,,,,"CHC 4, STL 2 (10 innings) — André Pallante delivered a quality start (6.1 IP, 2 ER) and JJ Wetherholt tied it with his 16th home run in the seventh, but two runs in the Chicago tenth ended St Louis's chances."
2026-07-31,web,web_yesterday_recap,free,1,FRAMING_VOICE,0,,,,,,,"Luis Gastelum entered in extras and allowed a Bregman RBI double and a Happ RBI double, and the Cardinals went quietly in their half."
2026-07-31,web,web_yesterday_recap,free,2,STAT_VALUE,1,S049,GAME_EVENT,a,yesterday,plays,,A Nootbaar throwing error in the fourth inning had gifted Chicago a run to flip the lead after Torres's second-inning RBI single put St Louis ahead 1-0.
2026-07-31,web,web_yesterday_recap,free,3,GAME_EVENT,1,,,,,,,Walker went 1-for-5 with three strikeouts.
2026-07-31,web,web_yesterday_recap,free,4,GAME_STATE,0,,,,,,,Series: St Louis lost three-of-four to Chicago.
2026-07-31,web,season_context_starters,free,0,STAT_VALUE,11,,,,,,,"Kyle Leahy (R, 7-4, 3.55 ERA, 101.1 IP) — 2026 to date: K% 20.4%, BB% 7.9%, GB% 52.0%. 2025 K%: 22.0%, BB%: 7.7%, K/BB: 2.86."
2026-07-31,web,season_context_starters,free,1,SPLIT_DIRECTION,5,,,,,,,"Away ERA 2.68 (43.2 IP) vs Home ERA 4.47 (44.1 IP) in 2026 — pitching away from Busch Stadium tonight, which is his stronger split."
2026-07-31,web,season_context_starters,free,2,STAT_VALUE,11,,,,,,,"Dylan Cease (R, 7-5, 2.46 ERA, 113.1 IP) — 2026 to date: K% 36.5%, BB% 10.5%, GB% 50.0%. 2025 K%: 29.8%, BB%: 9.8%, K/BB: 3.03."
2026-07-31,web,season_context_starters,free,3,SPLIT_DIRECTION,5,,,,,,,"Rogers Centre Home ERA: 3.19 (87.1 IP) vs Away ERA: 5.47 (80.2 IP) in 2026 — pitching at Rogers Centre tonight, dramatically his better split."
2026-07-31,web,season_context_injuries,free,0,ABSENCE,0,,,,,,,No Cardinals injury or roster notes were included in today's report.
2026-07-31,web,season_context_injuries,free,1,GAME_STATE,1,,,,,,,Blue Jays lineup to be set from 13-player active roster pool; Yohel Pozo is not on the active roster.
2026-07-31,web,bvp_cardinals_vs_starter_annotation,bound,0,STAT_VALUE,5,,,,,,,Iván Herrera's 8 PA (.571/.571/.857) is the only footprint in this lineup with any interpretive weight — and even 8 PA demands caution.
2026-07-31,web,bvp_cardinals_vs_starter_annotation,bound,1,TREND,1,,,,,,,"The five remaining starters with prior looks (Nootbaar, Burleson, Walker, Winn) all show 5-6 PA, which is noise."
2026-07-31,web,bvp_cardinals_vs_starter_annotation,bound,2,ABSENCE,0,,,,,,,"Wetherholt, Crooks, Gorman, and Church have no prior exposure to Cease."
2026-07-31,web,bvp_opponent_vs_starter_annotation,bound,0,TREND,1,,,,,,,All five Toronto batters with prior history against Leahy hold exactly 1 PA — meaningless as a predictive signal.
2026-07-31,web,bvp_opponent_vs_starter_annotation,bound,1,FRAMING_VOICE,0,,,,,,,Kirk's homer and Springer's hit both come from single plate appearances.
2026-07-31,web,bvp_opponent_vs_starter_annotation,bound,2,GAME_STATE,0,,,,,,,Tonight's matchup is essentially a clean slate for both sides.
2026-07-31,web,platoon_cardinals_annotation,bound,0,GAME_STATE,0,,,,,,,Six of nine Cardinals starters bat left-handed tonight against a right-handed Cease.
2026-07-31,web,platoon_cardinals_annotation,bound,1,SPLIT_DIRECTION,7,,,,,,,Burleson (.296/.353/.478 vs RHP in 2025) and Nootbaar (.249/.340/.394) lead the left-handed contingent.
2026-07-31,web,platoon_cardinals_annotation,bound,2,SPLIT_DIRECTION,9,,,,,,,"Walker (.200/.263/.291 in 289 PA vs RHP in 2025), Church (.114 in 51 PA), and Crooks (.108 in 38 PA) are the most exposed matchups in the lineup against right-handed pitching."
2026-07-31,web,platoon_cardinals_annotation,bound,3,BVP_HISTORY,5,,,,,,,"Walker's 2026 numbers (.277 AVG, .815 OPS vs RHP in 334 PA) represent a significant improvement over his 2025 split."
2026-07-31,web,platoon_opponent_annotation,bound,0,ROSTER_FACT,2,,,,,,,Toronto projects predominantly right-handed against Leahy (8 of 13 roster batters).
2026-07-31,web,platoon_opponent_annotation,bound,1,SPLIT_DIRECTION,11,,,,,,,Springer (.327/.412/.588 vs RHP in 2025) leads a group that also includes Guerrero (.282/.367/.452) and Schneider (.259/.384/.531 in 99 PA).
2026-07-31,web,platoon_opponent_annotation,bound,2,SPLIT_DIRECTION,3,,,,,,,"Leahy has held right-handed batters to a .589 OPS (2025, 200 PA) — his stronger platoon split — which aligns favorably with Toronto's expected lineup composition."
2026-07-31,web,platoon_opponent_annotation,bound,3,SPLIT_DIRECTION,6,,,,,,,Nathan Lukes (.257/.320/.413 vs RHP in 2025) and Giménez (.221 in 283 PA) are the most manageable left-handed profiles in the pool.
2026-07-31,web,pitcher_platoon_annotation,bound,0,SPLIT_DIRECTION,3,,,,,,,"Cease runs nearly identical numbers against both handedness groups — .735 OPS vs LHB, .700 vs RHB (2025)."
2026-07-31,web,pitcher_platoon_annotation,bound,1,SPLIT_DIRECTION,2,,,,,,,"The Cardinals' 6-of-9 left-handed lineup faces the marginally softer Cease split, though the gap is narrow enough to be secondary noise relative to the park-context story."
2026-07-31,web,pitcher_platoon_annotation,bound,2,SPLIT_DIRECTION,4,,,,,,,Leahy's most pronounced split: .589 OPS against right-handed batters (200 PA) vs .701 against lefties (163 PA).
2026-07-31,web,pitcher_platoon_annotation,bound,3,SPLIT_DIRECTION,1,,,,,,,"With Toronto projecting 8 RHB from the roster pool, Leahy's favorable split applies to the bulk of the opposing lineup."
2026-07-31,web,pitcher_home_away_annotation,bound,0,GAME_STATE,0,,,,,,,Park context is the dominant structural story tonight.
2026-07-31,web,pitcher_home_away_annotation,bound,1,SPLIT_DIRECTION,5,,,,,,,Cease's home/away split in 2026 is among the starkest in the American League: a 3.19 ERA at Rogers Centre (87.1 IP) vs 5.47 on the road (80.2 IP) — a gap of more than two full runs.
2026-07-31,web,pitcher_home_away_annotation,bound,2,SPLIT_DIRECTION_BARE,0,,,,,,,"St Louis is the visiting team, which means facing the favorable version of Cease."
2026-07-31,web,pitcher_home_away_annotation,bound,3,SPLIT_DIRECTION,2,,,,,,,"Leahy inverts the equation: his away ERA (2.68, 43.2 IP) is his stronger split."
2026-07-31,web,pitcher_home_away_annotation,bound,4,GAME_STATE,0,,,,,,,Both park effects run in Toronto's direction tonight.
2026-07-31,web,tto_splits_annotation,bound,0,TREND,6,,,,,,,Cease shows a significant first-to-second-pass cliff: .602 OPS in the first pass (290 PA) jumps to .802 in the second (288 PA) before settling at .790 in the third (144 PA).
2026-07-31,web,tto_splits_annotation,bound,1,PREDICTION,0,,,,,,,The Cardinals' best collective opportunity tonight arrives in the fourth through sixth innings if they can limit damage on the first rotation through the order.
2026-07-31,web,tto_splits_annotation,bound,2,ABSENCE,1,,,,,,,Leahy's second-pass figure (8 PA) is too small to interpret — he has not been tested deep in games as a starter at sufficient volume.
2026-07-31,web,inherited_runners_annotation,bound,0,STAT_VALUE,4,,,,,,,"McGreevy leads Cardinals relievers in inherited-runner strand rate (100.0%, 3 IR) and maintains a 3.57 ERA over 116.0 innings."
2026-07-31,web,inherited_runners_annotation,bound,1,STAT_VALUE,4,,,,,,,"O'Brien has stranded 70.0% of his 10 inherited runners (3.50 ERA, 43.2 IP)."
2026-07-31,web,inherited_runners_annotation,bound,2,STAT_VALUE,4,,,,,,,"Svanson remains the most exposed arm in the group: 50.0% strand rate on 26 IR, 7.27 ERA in 43.1 IP."
2026-07-31,web,inherited_runners_annotation,bound,3,STAT_VALUE,2,,,,,,,Graceffo sits between at 54.5% (11 IR).
2026-07-31,web,inherited_runners_annotation,bound,4,GAME_EVENT,0,,,,,,,"Last night Gastelum entered in extras and allowed two runs — he does not appear in this profile, which covers the full-season picture for the listed arms."
2026-07-31,web,batted_ball_annotation,bound,0,STAT_VALUE,2,,,,,,,Leahy generates grounders at a 44.2% GB rate — above Cease's 38.5%.
2026-07-31,web,batted_ball_annotation,bound,1,STAT_VALUE,4,,,,,,,"Among Toronto batters, Clement (.640 LD AVG), Guerrero (.672 LD AVG), Schneider (.762 LD AVG), and Springer (.694 LD AVG) are at their most dangerous on line drives."
2026-07-31,web,batted_ball_annotation,bound,2,STAT_VALUE,2,,,,,,,Giménez (.161 GB AVG) and Varsho (.188 GB AVG) struggle on grounders — Leahy's groundball tendency works in his favor against those bats.
2026-07-31,web,battery_annotation,bound,0,STAT_VALUE,2,,,,,,,Jimmy Crooks starts behind the plate tonight — his fourth time catching Leahy this season (8.53 ERA in 6.1 IP in those games).
2026-07-31,web,battery_annotation,bound,1,STAT_VALUE,2,,,,,,,"Pedro Pagés is the established primary pairing (43G, 3.05 ERA, 62.0 IP), but is not in tonight's lineup."
2026-07-31,web,battery_annotation,bound,2,STAT_VALUE,1,,,,,,,"Yohel Pozo (2.25 ERA, 13G) is not on the active roster."
2026-07-31,web,battery_annotation,bound,3,GAME_STATE,0,,,,,,,"Tonight's battery is the least experienced of the available pairings, and both left-handed catchers (Crooks and Herrera) show elevated ERA figures in their Leahy games."
2026-07-31,web,baserunning_content,bound,0,STAT_VALUE,9,,,,,,,"PlayerSBAttSucc% George Springer181994.7% Myles Straw121392.3% Andrés Giménez121485.7% Vladimir Guerrero6966.7% Ernie Clement61154.5% Daulton Varsho22100% Toronto's running game is a legitimate concern: Springer (94.7%), Straw (92.3%), and Giménez (85.7%) are all operating at high efficiency on the bases."
2026-07-31,web,baserunning_content,bound,1,STAT_VALUE,1,,,,,,,Clement's 54.5% is the one deterrent in the pool.
2026-07-31,web,baserunning_content,bound,2,GAME_EVENT,1,,,,,,,Crooks has not committed an error at catcher in 14 games this season but has limited experience managing high-volume stolen-base threats.
2026-07-31,web,defense_annotation,bound,0,GAME_EVENT,4,S083,STAT_VALUE,a,2026,defense,,"Winn anchors the Cardinals' defensive profile at shortstop: 129 games, 64 double plays, 3 errors, .994 fielding percentage."
2026-07-31,web,defense_annotation,bound,1,GAME_EVENT,2,,,,,,,Nootbaar in left field has not committed an error at that position in 107 games (1.000).
2026-07-31,web,defense_annotation,bound,2,ROSTER_FACT,1,,,,,,,Crooks shows a clean mark at catcher in 14 games.
2026-07-31,web,defense_annotation,bound,3,GAME_EVENT,0,,,,,,,Nootbaar's throwing error last night came in game action — the seasonal defensive table reflects the snapshot as of the report date.
2026-07-31,web,head_to_head_content,free,0,GAME_EVENT,8,,,,,,,"SeasonSTL WTOR WSeries 202503Lost 0-3 202403Lost 0-3 202321Won 2-1 202222Split 2-2 St Louis has not won a series against Toronto in the last two seasons (0-3 in 2025, 0-3 in 2024)."
2026-07-31,web,head_to_head_content,free,1,GAME_STATE,0,,,,,,,Tonight opens a three-game set at Rogers Centre.
2026-07-31,web,head_to_head_content,free,2,BVP_HISTORY,2,,,,,,,The home/away split context (Cease's 3.19 ERA at Rogers Centre vs 5.47 away) compounds the head-to-head trend — both historical and park factors point toward Toronto.
2026-07-31,web,batter_kbb_stl_note,bound,0,STAT_VALUE,4,,,,,,,Crooks (2025 K%: 37.0%) and Walker (31.8%) are the two most exposed contact profiles in the Cardinals lineup against Cease's 36.5% strikeout rate this season.
2026-07-31,web,batter_kbb_stl_note,bound,1,STAT_VALUE,1,,,,,,,Church (27.7%) adds to the vulnerability.
2026-07-31,web,batter_kbb_stl_note,bound,2,GAME_STATE,2,,,,,,,Burleson (14.5% K%) and Nootbaar (20.4% K%) are the lineup's most reliable contact bats against right-handed pitching.
2026-07-31,web,batter_kbb_stl_note,bound,3,STAT_VALUE,3,,,,,,,Walker's 2026 K% (25.0%) shows improvement over his 2025 mark.
2026-07-31,web,batter_kbb_annotation,bound,0,ROSTER_FACT,3,,,,,,,Clement (2025 K%: 10.4%) and Kirk (11.7%) are Toronto's strongest contact bats against right-handed pitching — both should work deep counts against Leahy.
2026-07-31,web,batter_kbb_annotation,bound,1,MAGNITUDE,1,S029,MAGNITUDE,b,-,batter_kbb,"""elite walk rates"" no BB% figure",Springer (19.2% K%) offers volume contact with elite walk rates.
